symbol,timestamp,change_pct,range_pct,body_pct,upper_wick_pct,lower_wick_pct,volume_ratio_24h,volatility_24h,volatility_7d,change_4h,change_24h,change_7d,change_1d,change_3d,trend_up,hour_of_day,day_of_week,funding_rate,funding_trend,oi_change_pct,ls_ratio,taker_ratio,next_direction
BTCUSDT,2026-09-24 22:00:00+00:00,-0.0892,0.1112,80.2561,0.0000,19.7439,0.7250,0.0714,0.3873,-0.3167,-0.3340,10.2802,-3.2763,-1.7418,1,22,3,-0.0003278600,-1.0000000000,-0.1658,1.240000,0.3002,1
ETHUSDT,2026-09-24 22:00:00+00:00,-0.0309,0.1166,26.5176,14.6965,58.7859,0.6030,0.0931,0.4165,-0.2899,-0.0152,11.1246,-3.8196,-2.9143,1,22,3,0.0041606800,1.0000000000,-0.8049,1.310000,0.2517,1
ETHUSDT,2026-09-24 23:00:00+00:00,0.0361,0.0402,89.8148,0.0000,10.1852,0.1970,0.0930,0.4135,-0.2136,-0.0775,10.3769,-3.8196,-2.9143,1,23,3,0.0041606800,1.0000000000,0.0397,1.310000,0.3941,1
BTCUSDT,2026-09-24 23:00:00+00:00,0.0321,0.0323,99.2647,0.3676,0.3676,0.2680,0.0726,0.3869,-0.2826,-0.4411,9.8610,-3.2763,-1.7418,1,23,3,-0.0003278600,-1.0000000000,-0.3733,1.250000,0.6474,1
BTCUSDT,2026-09-25 00:00:00+00:00,0.0222,0.0222,100.0000,0.0000,0.0000,0.3310,0.0719,0.3868,-0.1594,-0.3246,9.9343,-3.2763,-1.7418,1,0,4,-0.0003799600,-1.0000000000,0.1272,1.240000,0.3790,1
ETHUSDT,2026-09-25 00:00:00+00:00,0.0145,0.0164,88.6364,4.5455,6.8182,0.2350,0.0904,0.4135,-0.0518,0.0716,10.3117,-3.8196,-2.9143,1,0,4,-0.0033674000,-1.0000000000,0.5009,1.300000,0.4740,1
ETHUSDT,2026-09-25 01:00:00+00:00,0.0591,0.1097,53.8983,0.3390,45.7627,0.3340,0.0897,0.4134,0.0647,0.0295,10.3733,-3.8196,-2.9143,1,1,4,-0.0033674000,-1.0000000000,0.2580,1.280000,0.3476,0
BTCUSDT,2026-09-25 01:00:00+00:00,0.0523,0.0759,68.8474,0.1558,30.9969,0.4350,0.0710,0.3861,-0.0555,-0.3562,10.2138,-3.2763,-1.7418,1,1,4,-0.0003799600,-1.0000000000,0.2380,1.240000,0.4767,0
BTCUSDT,2026-09-25 02:00:00+00:00,-0.0395,0.0627,63.0189,11.1321,25.8491,0.1850,0.0683,0.3853,0.0174,-0.4050,9.9016,-3.2763,-1.7418,1,2,4,-0.0003799600,-1.0000000000,0.0237,1.230000,0.6192,0
ETHUSDT,2026-09-25 02:00:00+00:00,0.0041,0.0368,11.1111,66.6667,22.2222,0.4990,0.0860,0.4128,0.0788,-0.0505,10.0707,-3.8196,-2.9143,1,2,4,-0.0033674000,-1.0000000000,0.4336,1.290000,0.5190,0
ETHUSDT,2026-09-25 03:00:00+00:00,-0.0688,0.1319,52.1246,0.2833,47.5921,1.6130,0.0837,0.4128,0.1138,0.0493,10.0594,-3.8196,-2.9143,1,3,4,-0.0033674000,-1.0000000000,0.3966,1.290000,0.5602,1
BTCUSDT,2026-09-25 03:00:00+00:00,-0.0251,0.0695,36.0684,14.8718,49.0598,0.6810,0.0654,0.3853,0.0671,-0.3309,9.8948,-3.2763,-1.7418,1,3,4,-0.0003799600,-1.0000000000,0.0103,1.250000,0.4682,1
BTCUSDT,2026-09-25 04:00:00+00:00,-0.0248,0.0248,100.0000,0.0000,0.0000,0.2480,0.0641,0.3852,0.0099,-0.4062,9.9899,-3.2763,-1.7418,1,4,4,-0.0003799600,-1.0000000000,0.5460,1.260000,0.5131,1
ETHUSDT,2026-09-25 04:00:00+00:00,-0.0598,0.0605,98.7654,0.6173,0.6173,0.1070,0.0833,0.4119,0.0089,-0.0974,10.3020,-3.8196,-2.9143,1,4,4,-0.0033674000,-1.0000000000,0.1233,1.330000,0.5880,1
BTCUSDT,2026-09-25 05:00:00+00:00,0.0327,0.0510,64.1026,0.0000,35.8974,0.2420,0.0641,0.3849,-0.0371,-0.4151,10.0893,-3.2763,-1.7418,1,5,4,-0.0003799600,-1.0000000000,-0.0481,1.260000,0.6773,0
ETHUSDT,2026-09-25 05:00:00+00:00,0.0773,0.0915,84.4898,0.4082,15.1020,0.2790,0.0839,0.4101,-0.0654,-0.1277,10.6971,-3.8196,-2.9143,1,5,4,-0.0033674000,-1.0000000000,-0.2796,1.320000,0.4456,0
ETHUSDT,2026-09-25 06:00:00+00:00,-0.0422,0.0571,73.8562,26.1438,0.0000,0.2460,0.0829,0.4099,-0.0472,-0.1500,10.8825,-3.8196,-2.9143,1,6,4,-0.0033674000,-1.0000000000,0.3234,1.330000,0.3673,0
BTCUSDT,2026-09-25 06:00:00+00:00,-0.0245,0.0383,63.9752,0.3106,35.7143,0.5380,0.0626,0.3849,-0.0567,-0.4479,10.0990,-3.2763,-1.7418,1,6,4,-0.0003799600,-1.0000000000,0.0239,1.250000,0.3080,0
BTCUSDT,2026-09-25 07:00:00+00:00,-0.0049,0.0471,10.3535,52.0202,37.6263,0.4350,0.0625,0.3849,-0.0417,-0.4728,10.1146,-3.2763,-1.7418,1,7,4,-0.0003799600,-1.0000000000,0.0255,1.250000,0.2995,1
ETHUSDT,2026-09-25 07:00:00+00:00,-0.0015,0.0587,2.5478,69.4268,28.0255,0.2670,0.0828,0.4099,-0.0935,-0.2235,10.6634,-3.8196,-2.9143,1,7,4,-0.0033674000,-1.0000000000,-0.1705,1.340000,0.5343,1
ETHUSDT,2026-09-25 08:00:00+00:00,0.1086,0.1202,90.3427,0.9346,8.7227,0.5590,0.0824,0.4092,-0.0262,-0.1762,10.9070,-3.8196,-2.9143,1,8,4,0.0055308200,1.0000000000,0.5256,1.280000,0.7828,1
BTCUSDT,2026-09-25 08:00:00+00:00,0.0951,0.0952,99.8750,0.1250,0.0000,1.0550,0.0624,0.3844,-0.0215,-0.4363,10.3125,-3.2763,-1.7418,1,8,4,0.0071862400,1.0000000000,0.2389,1.260000,0.6752,1
BTCUSDT,2026-09-25 09:00:00+00:00,0.0523,0.0524,99.7738,0.0000,0.2262,0.8140,0.0664,0.3844,0.0984,-0.3337,10.3810,-3.2763,-1.7418,1,9,4,0.0071862400,1.0000000000,-0.9807,1.220000,0.6034,1
ETHUSDT,2026-09-25 09:00:00+00:00,0.0573,0.0610,93.9024,0.0000,6.0976,0.4620,0.0855,0.4091,0.1422,-0.0483,11.0769,-3.8196,-2.9143,1,9,4,0.0055308200,1.0000000000,-0.2828,1.280000,0.4481,1
ETHUSDT,2026-09-25 10:00:00+00:00,-0.1724,0.1842,93.5743,6.4257,0.0000,2.7370,0.0824,0.4091,0.1222,-0.1143,11.0757,-3.8196,-2.9143,1,10,4,0.0055308200,1.0000000000,2.2490,1.250000,0.5770,1
BTCUSDT,2026-09-25 10:00:00+00:00,-0.0944,0.0976,96.7273,0.1212,3.1515,1.7730,0.0662,0.3844,0.1180,-0.3384,10.4326,-3.2763,-1.7418,1,10,4,0.0071862400,1.0000000000,-0.1785,1.220000,0.6125,1
BTCUSDT,2026-09-25 11:00:00+00:00,0.0211,0.0456,46.3731,0.0000,53.6269,0.4620,0.0656,0.3844,0.0481,-0.5029,10.1164,-3.2763,-1.7418,1,11,4,0.0071862400,1.0000000000,0.0315,1.230000,0.2912,0
ETHUSDT,2026-09-25 11:00:00+00:00,0.0343,0.0866,39.5745,16.1702,44.2553,1.2970,0.0875,0.4095,-0.0080,-0.3522,10.8542,-3.8196,-2.9143,1,11,4,0.0055308200,1.0000000000,1.0973,1.250000,0.2572,1
BTCUSDT,2026-09-25 12:00:00+00:00,0.0972,0.1143,85.0932,14.9068,0.0000,2.4090,0.0625,0.3843,0.0741,-0.5670,9.9499,-3.2763,-1.7418,1,12,4,0.0071862400,1.0000000000,1.1819,1.270000,0.4995,0
ETHUSDT,2026-09-25 12:00:00+00:00,0.0932,0.0965,96.5649,3.4351,0.0000,1.5300,0.0826,0.4088,0.0278,-0.4524,10.5159,-3.8196,-2.9143,1,12,4,0.0055308200,1.0000000000,-1.0524,1.280000,0.4846,0
BTCUSDT,2026-09-25 13:00:00+00:00,-0.1515,0.1604,94.4609,0.0739,5.4653,0.8620,0.0645,0.3838,0.0762,-0.3634,9.7414,-3.2763,-1.7418,1,13,4,0.0071862400,1.0000000000,0.0000,1.270000,0.5568,
ETHUSDT,2026-09-25 13:00:00+00:00,-0.2735,0.2761,99.0667,0.1333,0.8000,1.6030,0.0828,0.4087,0.0124,-0.2405,10.3942,-3.8196,-2.9143,1,13,4,0.0055308200,1.0000000000,0.0000,1.280000,0.5101,
