symbol,timestamp,change_pct,range_pct,body_pct,upper_wick_pct,lower_wick_pct,volume_ratio_24h,volatility_24h,volatility_7d,change_4h,change_24h,change_7d,change_1d,change_3d,trend_up,hour_of_day,day_of_week,funding_rate,funding_trend,oi_change_pct,ls_ratio,taker_ratio,next_direction
BTCUSDT,2026-09-20 00:00:00+00:00,0.0343,0.1534,22.3917,32.9053,44.7030,0.4250,0.2727,0.4194,-0.1330,0.4465,6.0062,1.1358,7.7469,1,0,6,0.0100000000,0E-10,-0.1803,1.000000,,0
BTCUSDT,2026-09-20 01:00:00+00:00,-0.2179,0.3330,65.4472,4.3607,30.1922,0.8160,0.1874,0.4162,0.1533,-0.4893,6.0405,1.1358,7.7469,1,1,6,0.0100000000,0E-10,0.0590,0.990000,,0
ETHUSDT,2026-09-20 01:00:00+00:00,-0.2844,0.5537,51.3755,2.8198,45.8047,0.9940,0.2525,0.4069,-0.3364,0.0182,7.2269,2.2,10.3853,1,1,6,0.0063245900,1.0000000000,-0.1208,1.010000,,0
BTCUSDT,2026-09-20 02:00:00+00:00,-0.9494,1.1443,82.9705,7.3184,9.7111,4.9020,0.1669,0.4147,0.0153,-0.2278,5.8226,1.1358,7.7469,1,2,6,0.0100000000,0E-10,0.2269,0.960000,,1
ETHUSDT,2026-09-20 02:00:00+00:00,-1.7368,2.2133,78.4679,8.0400,13.4921,4.5450,0.2347,0.4068,-0.3032,0.2685,6.9425,2.2,10.3853,1,2,6,0.0063245900,1.0000000000,-0.5267,1.000000,,1
ETHUSDT,2026-09-20 03:00:00+00:00,0.5340,1.0563,50.5519,11.9573,37.4908,2.4080,0.4098,0.4622,-2.1645,-1.8738,5.2057,2.2,10.3853,1,3,6,0.0063245900,1.0000000000,-2.1869,1.040000,,0
BTCUSDT,2026-09-20 03:00:00+00:00,0.1906,0.5131,37.1512,11.3807,51.4681,2.9900,0.2511,0.4307,-1.1417,-1.1896,4.8732,1.1358,7.7469,1,3,6,0.0100000000,0E-10,-1.1922,0.980000,,0
BTCUSDT,2026-09-20 04:00:00+00:00,-0.0558,0.2855,19.5472,23.7701,56.6826,0.8290,0.2534,0.4277,-0.9424,-0.7965,5.0638,1.1358,7.7469,1,4,6,0.0100000000,0E-10,-0.0118,0.990000,,1
ETHUSDT,2026-09-20 04:00:00+00:00,-0.3050,0.4596,66.3583,3.1119,30.5299,0.7800,0.4274,0.4621,-1.6894,-1.2067,5.7397,2.2,10.3853,1,4,6,0.0063245900,1.0000000000,1.8135,1.040000,,0
ETHUSDT,2026-09-20 05:00:00+00:00,-0.0717,0.5010,14.3189,43.1889,42.4923,0.7880,0.4303,0.4611,-1.7922,-1.5102,5.4347,2.2,10.3853,1,5,6,0.0063245900,1.0000000000,0.3863,1.060000,,0
BTCUSDT,2026-09-20 05:00:00+00:00,0.0536,0.2963,18.0864,65.2539,16.6597,1.1230,0.2526,0.4249,-1.0325,-0.7195,5.0080,1.1358,7.7469,1,5,6,0.0100000000,0E-10,0.1351,0.990000,,0
ETHUSDT,2026-09-20 06:00:00+00:00,-0.1571,0.6216,25.2809,43.8826,30.8365,1.0040,0.4222,0.4581,-1.5795,-1.9164,5.3630,2.2,10.3853,1,6,6,0.0063245900,1.0000000000,-0.1249,1.070000,,1
BTCUSDT,2026-09-20 06:00:00+00:00,-0.2282,0.5031,45.3557,31.2006,23.4437,1.6090,0.2529,0.4218,-0.7610,-0.6890,5.0616,1.1358,7.7469,1,6,6,0.0100000000,0E-10,-0.0217,0.990000,,0
ETHUSDT,2026-09-20 07:00:00+00:00,0.0890,0.2821,31.5427,25.6198,42.8375,0.5640,0.4224,0.4556,0.0002,-2.0343,5.2059,2.2,10.3853,1,7,6,0.0063245900,1.0000000000,-1.4478,1.080000,,0
BTCUSDT,2026-09-20 07:00:00+00:00,-0.0011,0.1695,0.6613,79.0595,20.2792,0.6470,0.2559,0.4203,-0.0398,-0.9203,4.8334,1.1358,7.7469,1,7,6,0.0100000000,0E-10,0.2269,1.000000,,0
ETHUSDT,2026-09-20 08:00:00+00:00,-0.0703,0.5638,12.4656,50.7576,36.7769,0.6890,0.4237,0.4524,-0.4448,-1.9236,5.2949,2.2,10.3853,1,8,6,0.0044447000,-1.0000000000,-0.4685,1.090000,,1
BTCUSDT,2026-09-20 08:00:00+00:00,-0.0502,0.3558,14.1106,50.2101,35.6793,0.7730,0.2549,0.4174,-0.2315,-0.9971,4.8323,1.1358,7.7469,1,8,6,0.0100000000,0E-10,0.4352,1.000000,,1
BTCUSDT,2026-09-20 09:00:00+00:00,0.2413,0.4204,57.3970,37.9188,4.6843,0.7150,0.2476,0.4147,-0.2259,-1.2967,4.7821,1.1358,7.7469,1,9,6,0.0100000000,0E-10,-0.3777,1.020000,,0
ETHUSDT,2026-09-20 09:00:00+00:00,0.1892,0.5036,37.5772,59.6451,2.7778,0.8890,0.3913,0.4496,-0.2101,-2.6934,5.2246,2.2,10.3853,1,9,6,0.0044447000,-1.0000000000,-0.1686,1.110000,,0
ETHUSDT,2026-09-20 10:00:00+00:00,-0.3169,0.4192,75.5782,15.9112,8.5106,0.7320,0.3956,0.4467,0.0508,-2.3272,5.4138,2.2,10.3853,1,10,6,0.0044447000,-1.0000000000,0.5029,1.140000,,1
BTCUSDT,2026-09-20 10:00:00+00:00,-0.1765,0.2607,67.7158,30.6152,1.6691,0.4980,0.2543,0.4124,-0.0382,-1.0679,5.0234,1.1358,7.7469,1,10,6,0.0100000000,0E-10,-0.0870,1.030000,,1
ETHUSDT,2026-09-20 11:00:00+00:00,0.2972,0.5459,54.4547,13.6850,31.8603,0.7920,0.3980,0.4460,-0.1090,-2.5604,5.0969,2.2,10.3853,1,11,6,0.0044447000,-1.0000000000,-1.2974,1.160000,,1
BTCUSDT,2026-09-20 11:00:00+00:00,0.1927,0.3089,62.3790,21.4516,16.1694,0.6390,0.2553,0.4106,0.0135,-1.1268,4.8469,1.1358,7.7469,1,11,6,0.0100000000,0E-10,-0.2334,1.030000,,1
ETHUSDT,2026-09-20 12:00:00+00:00,0.0427,0.4391,9.7173,26.3251,63.9576,0.6450,0.4052,0.4438,0.0992,-2.3053,5.3941,2.2,10.3853,1,12,6,0.0044447000,-1.0000000000,0.3217,1.170000,,1
BTCUSDT,2026-09-20 12:00:00+00:00,0.0121,0.2555,4.7202,19.8054,75.4745,0.4850,0.2580,0.4081,0.2073,-1.0410,5.0396,1.1358,7.7469,1,12,6,0.0100000000,0E-10,0.2518,1.040000,,1
BTCUSDT,2026-09-20 13:00:00+00:00,0.0936,0.3109,30.1080,42.4230,27.4690,0.7950,0.2579,0.4054,0.2696,-1.0545,5.0517,1.1358,7.7469,1,13,6,0.0100000000,0E-10,0.1099,1.040000,,1
ETHUSDT,2026-09-20 13:00:00+00:00,0.0155,0.3870,4.0080,58.5170,37.4749,0.7400,0.4044,0.4408,0.2122,-2.3509,5.4368,2.2,10.3853,1,13,6,0.0044447000,-1.0000000000,0.0635,1.170000,,1
BTCUSDT,2026-09-20 14:00:00+00:00,0.1375,0.4731,29.0551,28.7139,42.2310,1.2280,0.2591,0.4028,0.1219,-0.9748,5.1453,1.1358,7.7469,1,14,6,0.0100000000,0E-10,0.0296,1.050000,,1
ETHUSDT,2026-09-20 14:00:00+00:00,0.1969,0.6075,32.4186,26.6752,40.9062,1.0620,0.4050,0.4380,0.0385,-2.1972,5.4523,2.2,10.3853,1,14,6,0.0044447000,-1.0000000000,0.2706,1.180000,,1
BTCUSDT,2026-09-20 15:00:00+00:00,0.2877,0.3931,73.1861,21.2934,5.5205,1.4530,0.2537,0.4003,0.4359,-1.1095,5.2828,1.1358,7.7469,1,15,6,0.0100000000,0E-10,-0.3598,1.080000,,1
ETHUSDT,2026-09-20 15:00:00+00:00,1.0520,1.1809,89.0891,10.9109,0.0000,2.8130,0.4087,0.4354,0.5523,-2.0018,5.6492,2.2,10.3853,1,15,6,0.0044447000,-1.0000000000,-0.3375,1.240000,,1
BTCUSDT,2026-09-20 16:00:00+00:00,0.5380,0.8965,60.0138,24.6069,15.3793,2.8880,0.2611,0.3985,0.5309,-0.9091,5.5705,-0.914,5.3713,1,16,6,0.0078578700,-1.0000000000,0.5286,1.080000,,0
ETHUSDT,2026-09-20 16:00:00+00:00,1.0354,1.6346,63.3404,21.0588,15.6008,3.2890,0.4667,0.4463,1.3071,-1.0507,6.7012,-1.0742,5.7699,1,16,6,0.0026254800,-1.0000000000,-1.5382,1.220000,,0
BTCUSDT,2026-09-20 17:00:00+00:00,-0.2321,0.4942,46.9637,31.4335,21.6028,0.8840,0.2807,0.3994,1.0568,-0.6035,6.1085,-0.914,5.3713,1,17,6,0.0078578700,-1.0000000000,0.2312,1.070000,,0
ETHUSDT,2026-09-20 17:00:00+00:00,-0.5158,1.2506,41.2424,31.1818,27.5758,1.6680,0.5095,0.4559,2.2998,-0.3471,7.7366,-1.0742,5.7699,1,17,6,0.0026254800,-1.0000000000,0.9746,1.170000,,0
ETHUSDT,2026-09-20 18:00:00+00:00,-0.0030,0.7253,0.4202,75.4202,24.1597,0.6750,0.5185,0.4581,1.7685,-0.6960,7.2208,-1.0742,5.7699,1,18,6,0.0026254800,-1.0000000000,-0.3919,1.150000,,1
BTCUSDT,2026-09-20 18:00:00+00:00,-0.1346,0.3803,35.3971,54.0357,10.5673,0.5660,0.2694,0.3984,0.7311,-0.3749,5.8764,-0.914,5.3713,1,18,6,0.0078578700,-1.0000000000,-0.3037,1.060000,,1
BTCUSDT,2026-09-20 19:00:00+00:00,0.1781,0.3335,53.4049,46.5951,0.0000,0.4660,0.2705,0.3966,0.4590,-0.4777,5.7418,-0.914,5.3713,1,19,6,0.0078578700,-1.0000000000,-0.0704,1.050000,,0
ETHUSDT,2026-09-20 19:00:00+00:00,0.2728,0.5105,53.4328,43.2090,3.3582,0.3940,0.5165,0.4554,1.5686,-0.4490,7.2178,-1.0742,5.7699,1,19,6,0.0026254800,-1.0000000000,0.3276,1.150000,,1
ETHUSDT,2026-09-20 20:00:00+00:00,0.0634,0.5121,12.3887,62.1662,25.4451,0.4460,0.5190,0.4531,0.7894,-0.0363,7.4906,-1.0742,5.7699,1,20,6,0.0026254800,-1.0000000000,0.2019,1.140000,,0
BTCUSDT,2026-09-20 20:00:00+00:00,-0.1238,0.1868,66.2929,28.4960,5.2111,0.3050,0.2730,0.3944,0.3494,-0.2193,5.9199,-0.914,5.3713,1,20,6,0.0078578700,-1.0000000000,0.0932,1.050000,,0
ETHUSDT,2026-09-20 21:00:00+00:00,-0.1469,1.0559,13.9159,3.4160,82.6681,1.1900,0.5191,0.4504,-0.1826,-0.0093,7.5540,-1.0742,5.7699,1,21,6,0.0026254800,-1.0000000000,-0.0884,1.120000,,1
BTCUSDT,2026-09-20 21:00:00+00:00,-0.1886,0.6319,29.8516,0.0195,70.1289,1.1530,0.2694,0.3926,-0.3124,-0.0911,5.7961,-0.914,5.3713,1,21,6,0.0078578700,-1.0000000000,-0.1788,1.040000,,1
ETHUSDT,2026-09-20 22:00:00+00:00,0.3084,0.9167,33.6375,36.8727,29.4898,1.0720,0.5159,0.4485,0.1863,0.1614,7.4071,-1.0742,5.7699,1,22,6,0.0026254800,-1.0000000000,-0.3814,1.100000,,1
BTCUSDT,2026-09-20 22:00:00+00:00,0.3502,0.6660,52.5798,16.6481,30.7721,1.0200,0.2715,0.3913,-0.2689,-0.1998,5.6075,-0.914,5.3713,1,22,6,0.0078578700,-1.0000000000,-1.0407,1.040000,,0
ETHUSDT,2026-09-20 23:00:00+00:00,0.1986,0.6531,30.4121,26.2914,43.2966,0.6050,0.5189,0.4465,0.4977,0.3453,7.7155,-1.0742,5.7699,1,23,6,0.0026254800,-1.0000000000,-0.4397,1.090000,,1
BTCUSDT,2026-09-20 23:00:00+00:00,-0.0485,0.2574,18.8517,56.3636,24.7847,0.7950,0.2777,0.3902,0.2159,-0.0572,5.9577,-0.914,5.3713,1,23,6,0.0078578700,-1.0000000000,0.3841,1.030000,,1
BTCUSDT,2026-09-21 00:00:00+00:00,0.5287,0.8544,61.8780,36.0883,2.0338,2.7240,0.2778,0.3881,-0.0107,-0.0970,5.9092,-0.914,5.3713,1,0,0,0.0092580700,1.0000000000,0.3329,1.050000,,0
ETHUSDT,2026-09-21 00:00:00+00:00,1.6891,2.5558,66.0894,32.4156,1.4950,4.3860,0.5202,0.4441,0.4235,0.4850,7.9141,-1.0742,5.7699,1,0,0,0.0036173200,1.0000000000,0.5947,1.100000,,0
BTCUSDT,2026-09-21 01:00:00+00:00,-0.7384,1.5515,47.5901,40.6764,11.7336,3.3320,0.2975,0.3890,0.6418,0.3974,6.4379,-0.914,5.3713,1,1,0,0.0092580700,1.0000000000,0.1934,1.050000,,1
ETHUSDT,2026-09-21 01:00:00+00:00,-1.4799,2.1815,67.8377,21.6917,10.4707,2.5710,0.6151,0.4729,2.0492,2.3763,9.6032,-1.0742,5.7699,1,1,0,0.0036173200,1.0000000000,2.2309,1.100000,,1
BTCUSDT,2026-09-21 02:00:00+00:00,0.4035,0.6922,58.2872,33.3274,8.3854,1.1860,0.3309,0.3961,0.0920,-0.1231,5.6995,-0.914,5.3713,1,2,0,0.0092580700,1.0000000000,-0.5860,1.050000,,1
ETHUSDT,2026-09-21 02:00:00+00:00,0.4784,0.9739,49.1276,30.3606,20.5118,0.9840,0.6882,0.4992,0.7162,1.1808,8.1233,-1.0742,5.7699,1,2,0,0.0036173200,1.0000000000,-0.5471,1.120000,,1
ETHUSDT,2026-09-21 03:00:00+00:00,0.1511,0.6103,24.7537,49.8768,25.3695,0.5640,0.5830,0.4981,0.8862,3.3960,8.6017,-1.0742,5.7699,1,3,0,0.0036173200,1.0000000000,1.1198,1.140000,,0
BTCUSDT,2026-09-21 03:00:00+00:00,0.1383,0.4229,32.6934,44.7644,22.5422,0.6180,0.2760,0.3955,0.1453,1.2298,6.1030,-0.914,5.3713,1,3,0,0.0092580700,1.0000000000,0.5015,1.060000,,0
BTCUSDT,2026-09-21 04:00:00+00:00,-0.0525,0.3460,15.1580,27.5825,57.2595,0.7320,0.2750,0.3934,0.3321,1.1775,6.2413,-0.914,5.3713,1,4,0,0.0092580700,1.0000000000,0.3677,1.060000,,1
ETHUSDT,2026-09-21 04:00:00+00:00,-0.0818,0.6503,12.5793,25.6203,61.8003,0.5830,0.5772,0.4954,0.8387,3.0131,8.7528,-1.0742,5.7699,1,4,0,0.0036173200,1.0000000000,0.6106,1.130000,,1
ETHUSDT,2026-09-21 05:00:00+00:00,0.0548,0.6568,8.3476,61.8067,29.8456,0.6700,0.5720,0.4930,-0.9322,3.2363,8.6710,-1.0742,5.7699,1,5,0,0.0036173200,1.0000000000,0.3745,1.130000,,0
BTCUSDT,2026-09-21 05:00:00+00:00,0.1993,0.6038,33.0145,48.3818,18.6037,0.8860,0.2750,0.3915,-0.2491,1.1808,6.1888,-0.914,5.3713,1,5,0,0.0092580700,1.0000000000,0.1779,1.050000,,1
BTCUSDT,2026-09-21 06:00:00+00:00,0.1007,0.6188,16.2735,49.7126,34.0139,1.1870,0.2766,0.3896,0.6886,1.3265,6.3881,-0.914,5.3713,1,6,0,0.0092580700,1.0000000000,0.2715,1.040000,,1
ETHUSDT,2026-09-21 06:00:00+00:00,-0.0837,0.9301,8.9992,54.8426,36.1582,0.8410,0.5707,0.4904,0.6025,3.3628,8.7258,-1.0742,5.7699,1,6,0,0.0036173200,1.0000000000,-0.1124,1.150000,,0
ETHUSDT,2026-09-21 07:00:00+00:00,-0.0447,0.7389,6.0498,13.7773,80.1729,0.8260,0.5693,0.4881,0.0404,3.4362,8.6421,-1.0742,5.7699,1,7,0,0.0036173200,1.0000000000,0.4520,1.170000,0.5474,1
BTCUSDT,2026-09-21 07:00:00+00:00,0.1081,0.3281,32.9350,0.0000,67.0650,0.6580,0.2703,0.3876,0.3858,1.6554,6.4888,-0.914,5.3713,1,7,0,0.0092580700,1.0000000000,0.5719,1.030000,0.5158,1
BTCUSDT,2026-09-21 08:00:00+00:00,2.4700,3.1018,79.6307,20.3654,0.0039,10.1980,0.2700,0.3855,0.3556,1.7646,6.5969,-0.914,5.3713,1,8,0,0.0100000000,1.0000000000,0.2641,1.010000,0.6241,1
ETHUSDT,2026-09-21 08:00:00+00:00,1.2880,2.0336,63.3339,35.0582,1.6078,3.3950,0.5704,0.4857,-0.1554,3.3025,8.5974,-1.0742,5.7699,1,8,0,0.0079407500,1.0000000000,-0.1560,1.110000,0.5146,1
BTCUSDT,2026-09-21 09:00:00+00:00,1.0845,2.0009,54.1997,42.2064,3.5938,5.3240,0.5482,0.4544,2.8781,4.2848,9.0669,-0.914,5.3713,1,9,0,0.0100000000,1.0000000000,0.1319,0.960000,0.4416,0
ETHUSDT,2026-09-21 09:00:00+00:00,0.9128,2.1380,42.6935,49.8785,7.4280,3.5250,0.6128,0.4983,1.2144,4.6608,9.8854,-1.0742,5.7699,1,9,0,0.0079407500,1.0000000000,0.9250,1.100000,0.4611,0
BTCUSDT,2026-09-21 10:00:00+00:00,-0.2619,0.8171,32.0463,24.3095,43.6443,1.5250,0.5774,0.4630,3.7633,5.1280,10.1514,-0.914,5.3713,1,10,0,0.0100000000,1.0000000000,0.5456,0.950000,0.4296,1
ETHUSDT,2026-09-21 10:00:00+00:00,-0.1868,0.7240,25.7999,30.6755,43.5246,0.9580,0.6294,0.5024,2.0724,5.3844,10.7982,-1.0742,5.7699,1,10,0,0.0079407500,1.0000000000,1.2454,1.120000,0.5091,1
ETHUSDT,2026-09-21 11:00:00+00:00,0.3463,0.6579,52.6316,33.0347,14.3337,0.7160,0.6252,0.5007,1.9693,5.5145,10.6114,-1.0742,5.7699,1,11,0,0.0079407500,1.0000000000,1.4187,1.160000,0.7258,1
BTCUSDT,2026-09-21 11:00:00+00:00,0.5265,0.6240,84.3744,6.2464,9.3792,0.9960,0.5800,0.4621,3.4007,5.0426,9.8895,-0.914,5.3713,1,11,0,0.0100000000,1.0000000000,-1.2968,0.970000,0.7202,1
ETHUSDT,2026-09-21 12:00:00+00:00,0.0745,0.5995,12.4311,44.9479,42.6209,0.7270,0.6255,0.4987,2.3603,5.5636,10.9577,-1.0742,5.7699,1,12,0,0.0079407500,1.0000000000,0.9779,1.160000,0.4268,1
BTCUSDT,2026-09-21 12:00:00+00:00,0.5318,0.8348,63.7018,25.3988,10.8993,1.4480,0.5834,0.4617,3.8191,5.3764,10.4160,-0.914,5.3713,1,12,0,0.0100000000,1.0000000000,1.3865,0.940000,0.3465,0
ETHUSDT,2026-09-21 13:00:00+00:00,-0.0739,0.5933,12.4538,56.9667,30.5795,0.3170,0.6252,0.4963,1.1468,5.5954,11.0322,-1.0742,5.7699,1,13,0,0.0079407500,1.0000000000,-0.3592,1.160000,0.6069,1
BTCUSDT,2026-09-21 13:00:00+00:00,-0.1980,0.4362,45.3763,37.3925,17.2312,0.3470,0.5848,0.4614,1.8809,5.8961,10.9478,-0.914,5.3713,1,13,0,0.0100000000,1.0000000000,2.0594,0.920000,0.6574,1
ETHUSDT,2026-09-21 17:00:00+00:00,-0.4180,0.8372,49.9349,15.0108,35.0542,0.8920,0.6267,0.4941,0.1601,5.5060,10.9583,4.3861,5.5365,1,17,0,0.0010961700,-1.0000000000,0.7258,1.050000,0.4552,1
BTCUSDT,2026-09-21 17:00:00+00:00,-0.0676,0.5068,13.3441,36.0129,50.6431,0.4930,0.5908,0.4601,0.5984,5.6045,10.7498,5.3259,5.5486,1,17,0,0.0020248400,-1.0000000000,-0.2708,0.870000,0.5412,1
BTCUSDT,2026-09-21 18:00:00+00:00,0.2058,0.3381,60.8681,4.4437,34.6883,0.3960,0.5936,0.4581,0.7927,5.3994,10.6822,5.3259,5.5486,1,18,0,0.0020248400,-1.0000000000,-0.1818,0.870000,0.6111,0
ETHUSDT,2026-09-21 18:00:00+00:00,0.5442,0.7356,73.9712,0.1983,25.8304,0.4940,0.6399,0.4944,-0.0711,4.8911,10.5403,4.3861,5.5365,1,18,0,0.0010961700,-1.0000000000,0.0224,1.050000,0.6150,0
ETHUSDT,2026-09-21 19:00:00+00:00,-0.0606,0.1320,45.8791,53.2967,0.8242,0.0470,0.6196,0.4939,0.1268,4.3833,11.0845,4.3861,5.5365,1,19,0,0.0010961700,-1.0000000000,0.3634,1.050000,0.4392,1
BTCUSDT,2026-09-21 19:00:00+00:00,-0.0839,0.1004,83.5648,5.5556,10.8796,0.0270,0.5935,0.4560,0.4720,5.3175,10.8880,5.3259,5.5486,1,19,0,0.0020248400,-1.0000000000,0.6736,0.910000,0.3574,1
ETHUSDT,2026-09-21 20:00:00+00:00,0.5249,0.6358,82.5641,17.4359,0.0000,0.2430,0.5950,0.4918,-0.0083,3.2873,11.0239,4.3861,5.5365,1,20,0,0.0010961700,-1.0000000000,-0.1310,1.070000,0.5332,0
BTCUSDT,2026-09-21 20:00:00+00:00,0.3452,0.3682,93.7480,6.2520,0.0000,0.1580,0.5927,0.4542,-0.1437,4.6956,10.8041,5.3259,5.5486,1,20,0,0.0020248400,-1.0000000000,-1.5022,0.910000,0.4595,0
ETHUSDT,2026-09-21 21:00:00+00:00,-0.5663,0.7413,76.3936,0.0000,23.6064,0.6240,0.5837,0.4912,0.5905,4.3280,11.5488,4.3861,5.5365,1,21,0,0.0010961700,-1.0000000000,-0.8706,1.100000,0.6138,1
BTCUSDT,2026-09-21 21:00:00+00:00,-0.4762,0.5133,92.7643,0.0000,7.2357,0.5550,0.5865,0.4526,0.3995,5.2729,11.1493,5.3259,5.5486,1,21,0,0.0020248400,-1.0000000000,-0.7477,0.950000,0.6294,0
BTCUSDT,2026-09-21 22:00:00+00:00,-0.1487,0.5371,27.6834,38.0727,34.2439,0.4940,0.5990,0.4540,-0.0091,4.9313,10.6731,5.3259,5.5486,1,22,0,0.0020248400,-1.0000000000,-1.5467,0.940000,0.6964,1
ETHUSDT,2026-09-21 22:00:00+00:00,0.3805,0.5858,64.9599,32.0173,3.0228,0.6770,0.6016,0.4932,0.4422,3.7647,10.9825,4.3861,5.5365,1,22,0,0.0010961700,-1.0000000000,-0.1827,1.090000,0.4706,1
ETHUSDT,2026-09-21 23:00:00+00:00,0.1321,0.1771,74.5935,0.2033,25.2033,0.0190,0.6029,0.4916,0.2785,3.8724,11.3630,4.3861,5.5365,1,23,0,0.0010961700,-1.0000000000,-0.4063,1.100000,0.3414,0
BTCUSDT,2026-09-21 23:00:00+00:00,0.0494,0.0936,52.7812,19.5303,27.6885,0.0190,0.6031,0.4525,-0.3636,4.6045,10.5244,5.3259,5.5486,1,23,0,0.0020248400,-1.0000000000,-0.7355,0.940000,0.4920,0
ETHUSDT,2026-09-22 01:00:00+00:00,-0.2183,0.7550,28.9081,11.0630,60.0289,1.3900,0.6025,0.4893,0.4712,3.9411,11.4951,4.3861,5.5365,1,1,1,0.0020739400,1.0000000000,-1.4502,1.050000,0.2963,0
BTCUSDT,2026-09-22 01:00:00+00:00,-0.3276,0.6861,47.7427,12.6103,39.6470,1.1640,0.6003,0.4504,-0.2303,4.7777,10.5738,5.3259,5.5486,1,1,1,0.0100000000,1.0000000000,-0.2392,0.880000,0.3540,1
BTCUSDT,2026-09-22 02:00:00+00:00,0.1117,0.5785,19.3053,33.8651,46.8296,0.5540,0.6047,0.4502,-0.9031,4.6387,10.2462,5.3259,5.5486,1,2,1,0.0100000000,1.0000000000,0.6724,0.910000,0.3870,0
ETHUSDT,2026-09-22 02:00:00+00:00,-0.3148,0.5059,62.2302,12.8777,24.8921,0.7100,0.6042,0.4881,-0.2720,3.8697,11.2768,4.3861,5.5365,1,2,1,0.0020739400,1.0000000000,0.7428,1.070000,0.6104,0
ETHUSDT,2026-09-22 03:00:00+00:00,-0.2030,0.7499,27.0691,24.1480,48.7829,0.9000,0.6107,0.4874,-0.0205,3.2465,10.9620,4.3861,5.5365,1,3,1,0.0020739400,1.0000000000,-0.0177,1.050000,0.4730,0
BTCUSDT,2026-09-22 03:00:00+00:00,-0.2271,0.5296,42.8823,8.7924,48.3253,0.4560,0.6040,0.4481,-0.3152,4.4002,10.3579,5.3259,5.5486,1,3,1,0.0100000000,1.0000000000,1.1836,0.900000,0.5490,0
BTCUSDT,2026-09-22 07:00:00+00:00,-0.0264,0.3904,6.7527,35.5642,57.6831,0.5740,0.6079,0.4472,-0.3936,4.2216,10.1308,5.3259,5.5486,1,7,1,0.0100000000,1.0000000000,0.1783,0.940000,0.3789,1
ETHUSDT,2026-09-22 07:00:00+00:00,-0.1352,0.4390,30.8013,36.2270,32.9716,0.3840,0.6142,0.4861,-0.6040,2.8449,10.7590,4.3861,5.5365,1,7,1,0.0020739400,1.0000000000,-0.6178,1.130000,0.5286,1
BTCUSDT,2026-09-22 08:00:00+00:00,0.9766,1.2326,79.2356,16.5811,4.1833,1.3950,0.6046,0.4453,-0.4694,3.6665,10.1044,5.3259,5.5486,1,8,1,0.0100000000,0E-10,0.2423,1.000000,0.6603,0
ETHUSDT,2026-09-22 08:00:00+00:00,0.8083,1.2691,63.6889,21.6537,14.6574,1.3560,0.5210,0.4844,-0.8713,1.0206,10.6238,4.3861,5.5365,1,8,1,0.0077400100,1.0000000000,0.3595,1.200000,0.5919,0
BTCUSDT,2026-09-22 09:00:00+00:00,-0.6094,0.6327,96.3133,0.0000,3.6867,0.3460,0.5963,0.4510,0.8348,5.3815,11.0810,5.3259,5.5486,1,9,1,0.0100000000,0E-10,0.5704,1.010000,0.4641,1
ETHUSDT,2026-09-22 09:00:00+00:00,-0.5845,0.7385,79.1523,6.8507,13.9970,0.2790,0.4361,0.4869,0.1553,3.3088,11.4321,4.3861,5.5365,1,9,1,0.0077400100,1.0000000000,0.7312,1.190000,0.4855,1
ETHUSDT,2026-09-22 10:00:00+00:00,-0.3080,0.6183,49.8235,8.2353,41.9412,0.5150,0.4529,0.4889,-0.1144,2.2459,10.8476,4.3861,5.5365,1,10,1,0.0077400100,1.0000000000,0.2409,1.210000,0.4693,1
BTCUSDT,2026-09-22 10:00:00+00:00,-0.4103,0.6128,66.9569,1.9493,31.0939,0.4900,0.6176,0.4539,0.1137,4.3686,10.4716,5.3259,5.5486,1,10,1,0.0100000000,0E-10,0.1660,1.000000,0.4016,1
ETHUSDT,2026-09-22 11:00:00+00:00,0.0011,0.4808,0.2276,42.2610,57.5114,0.4500,0.4597,0.4882,-0.2194,1.7868,10.5396,4.3861,5.5365,1,11,1,0.0077400100,1.0000000000,0.3017,1.220000,0.5728,1
BTCUSDT,2026-09-22 11:00:00+00:00,0.1034,0.4345,23.8006,39.6408,36.5586,0.3820,0.6289,0.4543,-0.0695,3.8200,10.0613,5.3259,5.5486,1,11,1,0.0100000000,0E-10,0.3895,1.010000,0.3819,1
BTCUSDT,2026-09-22 12:00:00+00:00,0.0120,0.5001,2.3959,49.2440,48.3601,0.4440,0.6274,0.4523,0.0603,3.9759,10.1647,5.3259,5.5486,1,12,1,0.0100000000,0E-10,0.2141,1.000000,0.4941,1
ETHUSDT,2026-09-22 12:00:00+00:00,0.4195,0.6851,61.2354,6.4963,32.2684,0.6310,0.4589,0.4862,-0.0831,1.8697,10.5407,4.3861,5.5365,1,12,1,0.0077400100,1.0000000000,-0.3246,1.210000,0.6538,1
ETHUSDT,2026-09-22 13:00:00+00:00,0.0798,0.9529,8.3778,22.7342,68.8880,1.8140,0.4639,0.4851,-0.4719,2.2344,10.9602,4.3861,5.5365,1,13,1,0.0077400100,1.0000000000,-0.0134,1.220000,0.6100,0
BTCUSDT,2026-09-22 13:00:00+00:00,0.3741,0.9572,39.0792,2.5146,58.4062,1.5440,0.6281,0.4504,-0.9043,3.7886,10.1767,5.3259,5.5486,1,13,1,0.0100000000,0E-10,0.0368,1.000000,0.6387,0
